loan_id,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,origination_month,term_months
LOAN_00001105,342486,0.0549663297700987,660-699,80-90%,>50%,NY,Purchase,Primary,SFR,Servicer_D,2020-07,180
LOAN_00001106,245977,0.03925556947322814,780+,70-80%,20-30%,MO,Refinance,Primary,Condo,Servicer_A,2020-09,180
LOAN_00001107,333105,0.06992081266049817,<620,80-90%,43-50%,TN,Cash-out Refinance,Primary,SFR,Servicer_B,2022-09,240
LOAN_00001108,538437,0.06549691652021708,<620,90-100%,36-43%,CA,Purchase,Primary,Condo,Servicer_C,2022-10,240
LOAN_00001109,288627,0.06466880967359101,<620,70-80%,<20%,NJ,Purchase,Primary,Manufactured,Servicer_C,2020-02,240
LOAN_00001110,386770,0.07131754973565695,<620,90-100%,>50%,IL,Purchase,Primary,2-4 Unit,Servicer_A,2021-11,360
LOAN_00001111,303513,0.049871903743662314,700-739,80-90%,43-50%,VA,Purchase,Primary,Condo,Servicer_C,2020-09,360
LOAN_00001112,315622,0.05137098616185254,700-739,80-90%,43-50%,NJ,Refinance,Second Home,2-4 Unit,Servicer_D,2020-07,360
LOAN_00001113,702011,0.0755185423826398,<620,>100%,<20%,WI,Purchase,Second Home,SFR,Servicer_E,2020-11,360
LOAN_00001114,540832,0.0625927372353347,620-659,90-100%,<20%,NY,Purchase,Primary,Condo,Servicer_D,2020-07,360
LOAN_00001115,308569,0.028369338143870066,780+,80-90%,36-43%,NJ,Purchase,Primary,SFR,Servicer_D,2021-06,360
LOAN_00001116,330125,0.06045785170764412,620-659,80-90%,<20%,WI,Purchase,Primary,Manufactured,Servicer_C,2022-12,360
LOAN_00001117,208785,0.04801962327076484,700-739,60-70%,<20%,FL,Purchase,Primary,SFR,Servicer_A,2021-10,240
LOAN_00001118,271988,0.0657780618958799,<620,70-80%,30-36%,PA,Refinance,Primary,SFR,Servicer_B,2022-03,360
LOAN_00001119,346174,0.059898285633042087,620-659,80-90%,<20%,MA,Purchase,Primary,Condo,Servicer_C,2021-06,360
LOAN_00001120,453752,0.03411348683172641,780+,90-100%,36-43%,FL,Refinance,Primary,Condo,Servicer_C,2020-01,360
LOAN_00001121,431322,0.05822596204594573,620-659,90-100%,30-36%,IL,Cash-out Refinance,Primary,SFR,Servicer_B,2020-04,360
LOAN_00001122,170309,0.05752753272701929,620-659,<60%,<20%,WI,Refinance,Primary,SFR,Servicer_D,2020-10,360
LOAN_00001123,483347,0.05936154983757744,620-659,90-100%,30-36%,VA,Purchase,Second Home,SFR,Servicer_C,2020-09,360
LOAN_00001124,283683,0.06190634622295971,620-659,70-80%,<20%,TX,Purchase,Investment,SFR,Servicer_B,2022-07,360
LOAN_00001125,181045,0.07295159151786078,<620,60-70%,<20%,MO,Refinance,Primary,2-4 Unit,Servicer_C,2022-07,360
LOAN_00001126,578499,0.05996666787537158,620-659,>100%,30-36%,NJ,Refinance,Primary,SFR,Servicer_D,2022-07,360
LOAN_00001127,616392,0.055274781525693574,660-699,>100%,30-36%,MI,Cash-out Refinance,Primary,2-4 Unit,Servicer_A,2021-11,360
LOAN_00001128,338362,0.0687756106502587,<620,80-90%,20-30%,WI,Purchase,Primary,SFR,Servicer_B,2021-09,360
LOAN_00001129,422691,0.08191288868307721,<620,90-100%,36-43%,OH,Purchase,Second Home,SFR,Servicer_B,2021-12,240
LOAN_00001130,435271,0.06598084905001707,<620,90-100%,30-36%,GA,Purchase,Primary,SFR,Servicer_B,2021-03,180
LOAN_00001131,595934,0.05747447352169708,620-659,>100%,36-43%,VA,Cash-out Refinance,Primary,SFR,Servicer_D,2022-01,360
LOAN_00001132,426784,0.06019036659722703,620-659,90-100%,20-30%,IL,Refinance,Primary,Condo,Servicer_B,2022-05,360
LOAN_00001133,152688,0.0580725251127791,620-659,<60%,36-43%,FL,Cash-out Refinance,Primary,SFR,Servicer_C,2022-04,360
LOAN_00001134,810092,0.055222220983279925,660-699,>100%,36-43%,FL,Refinance,Primary,SFR,Servicer_B,2021-11,360
LOAN_00001135,505260,0.08098204997807656,<620,90-100%,20-30%,OH,Cash-out Refinance,Primary,SFR,Servicer_A,2020-03,180
LOAN_00001136,229862,0.04601135950820281,740-779,70-80%,36-43%,TX,Refinance,Primary,Manufactured,Servicer_E,2022-03,360
LOAN_00001137,177227,0.0688588699389124,<620,60-70%,43-50%,NJ,Cash-out Refinance,Primary,SFR,Servicer_C,2021-02,240
LOAN_00001138,381706,0.053489716687593114,660-699,90-100%,<20%,WI,Cash-out Refinance,Primary,SFR,Servicer_B,2022-03,360
LOAN_00001139,258040,0.037234969958335314,780+,70-80%,36-43%,PA,Cash-out Refinance,Primary,SFR,Servicer_C,2021-08,360
LOAN_00001140,349758,0.052740187076961924,660-699,80-90%,43-50%,CA,Cash-out Refinance,Primary,Condo,Servicer_E,2022-08,360
LOAN_00001141,430070,0.04843868999495302,700-739,90-100%,<20%,CA,Refinance,Primary,SFR,Servicer_A,2021-01,180
LOAN_00001142,223413,0.061930927821011915,620-659,60-70%,>50%,NY,Refinance,Primary,SFR,Servicer_E,2022-10,360
LOAN_00001143,169726,0.05609560267190285,660-699,<60%,30-36%,VA,Refinance,Primary,SFR,Servicer_A,2022-07,240
LOAN_00001144,359658,0.04273567763622438,740-779,80-90%,36-43%,MI,Refinance,Primary,SFR,Servicer_E,2020-12,180
LOAN_00001145,227136,0.07265209496187658,<620,70-80%,43-50%,NC,Refinance,Primary,SFR,Servicer_B,2021-06,360
LOAN_00001146,319032,0.06808160805370869,<620,80-90%,>50%,TN,Refinance,Primary,SFR,Servicer_B,2021-08,360
LOAN_00001147,151499,0.07403266638515682,<620,<60%,36-43%,GA,Purchase,Primary,SFR,Servicer_D,2022-04,360
LOAN_00001148,261426,0.057843575968817396,620-659,70-80%,36-43%,WA,Refinance,Second Home,SFR,Servicer_A,2022-01,240
LOAN_00001149,423994,0.05457120318063172,660-699,90-100%,20-30%,WI,Cash-out Refinance,Primary,Condo,Servicer_A,2022-07,360
LOAN_00001150,401501,0.06344272579142346,<620,90-100%,20-30%,NY,Refinance,Primary,SFR,Servicer_C,2021-02,360
LOAN_00001151,199949,0.04807029974894918,700-739,60-70%,43-50%,FL,Purchase,Primary,SFR,Servicer_E,2021-07,240
LOAN_00001152,165357,0.056560714656638034,660-699,<60%,30-36%,IL,Cash-out Refinance,Second Home,SFR,Servicer_B,2021-04,360
LOAN_00001153,298905,0.05289186520814362,660-699,80-90%,43-50%,NY,Refinance,Primary,SFR,Servicer_C,2022-09,240
LOAN_00001154,392588,0.03746758819372095,780+,90-100%,<20%,IN,Purchase,Primary,Condo,Servicer_B,2020-11,360
LOAN_00001155,363155,0.05652946605806887,660-699,80-90%,20-30%,MO,Refinance,Primary,SFR,Servicer_D,2021-10,180
LOAN_00001156,229560,0.04970839729908037,700-739,70-80%,20-30%,VA,Refinance,Primary,2-4 Unit,Servicer_E,2020-05,240
LOAN_00001157,344177,0.05208937403178035,700-739,80-90%,30-36%,FL,Refinance,Primary,SFR,Servicer_E,2022-07,360
LOAN_00001158,628554,0.05936541934779946,620-659,>100%,<20%,MO,Purchase,Primary,SFR,Servicer_B,2021-02,360
LOAN_00001159,328592,0.07027039760783951,<620,80-90%,20-30%,MD,Purchase,Primary,2-4 Unit,Servicer_B,2021-01,180
LOAN_00001160,131062,0.04481475891342426,740-779,<60%,>50%,NC,Cash-out Refinance,Primary,SFR,Servicer_E,2021-09,240
LOAN_00001161,328272,0.050961301418447714,700-739,80-90%,43-50%,AZ,Cash-out Refinance,Primary,SFR,Servicer_C,2021-06,360
LOAN_00001162,824043,0.04581900764368227,740-779,>100%,43-50%,WA,Purchase,Primary,SFR,Servicer_B,2022-07,360
LOAN_00001163,155796,0.0450378329464121,740-779,<60%,<20%,NJ,Cash-out Refinance,Primary,SFR,Servicer_B,2021-08,360
LOAN_00001164,300999,0.04786517267620273,700-739,80-90%,30-36%,GA,Purchase,Investment,Condo,Servicer_A,2021-07,240
LOAN_00001165,264827,0.052642596606217666,660-699,70-80%,36-43%,PA,Purchase,Primary,SFR,Servicer_A,2020-04,360
LOAN_00001166,311122,0.06203045988253005,620-659,80-90%,<20%,PA,Refinance,Primary,2-4 Unit,Servicer_B,2020-01,240
LOAN_00001167,326807,0.05884534917741806,620-659,80-90%,30-36%,GA,Purchase,Primary,Manufactured,Servicer_D,2021-03,180
LOAN_00001168,524387,0.042317716011001004,740-779,90-100%,>50%,TN,Purchase,Primary,SFR,Servicer_D,2022-12,360
LOAN_00001169,309400,0.07052992388700584,<620,80-90%,<20%,IN,Cash-out Refinance,Second Home,2-4 Unit,Servicer_A,2022-10,360
LOAN_00001170,561647,0.06633294767772445,<620,>100%,>50%,FL,Refinance,Primary,SFR,Servicer_A,2021-11,360
LOAN_00001171,279615,0.044185772192683555,740-779,70-80%,20-30%,TX,Purchase,Primary,Manufactured,Servicer_E,2021-11,360
LOAN_00001172,248931,0.06968933070303472,<620,70-80%,20-30%,MI,Purchase,Primary,SFR,Servicer_D,2021-03,360
LOAN_00001173,212226,0.05892326095115531,620-659,60-70%,20-30%,TN,Refinance,Primary,SFR,Servicer_D,2020-07,360
LOAN_00001174,119545,0.05312253636489704,660-699,<60%,>50%,VA,Refinance,Investment,SFR,Servicer_E,2020-01,360
LOAN_00001175,340404,0.05929696053375175,620-659,80-90%,36-43%,IN,Purchase,Primary,SFR,Servicer_D,2021-01,360
LOAN_00001176,828191,0.05469075045249374,660-699,>100%,43-50%,MA,Purchase,Second Home,Condo,Servicer_B,2020-12,360
LOAN_00001177,372919,0.061540943853776876,620-659,80-90%,30-36%,MA,Refinance,Primary,SFR,Servicer_C,2020-07,360
LOAN_00001178,418057,0.05724778627757401,620-659,90-100%,43-50%,NJ,Refinance,Primary,SFR,Servicer_D,2020-10,360
LOAN_00001179,241224,0.050950887372733566,700-739,70-80%,36-43%,TX,Cash-out Refinance,Primary,2-4 Unit,Servicer_E,2020-01,180
LOAN_00001180,262454,0.030690078890063397,780+,70-80%,36-43%,NY,Purchase,Investment,SFR,Servicer_C,2021-10,360
LOAN_00001181,485202,0.061326190487583115,620-659,90-100%,43-50%,MA,Cash-out Refinance,Primary,SFR,Servicer_A,2022-10,240
LOAN_00001182,809641,0.050516136659359195,700-739,>100%,43-50%,OH,Cash-out Refinance,Primary,Manufactured,Servicer_D,2022-01,360
LOAN_00001183,624042,0.06433535931574295,<620,>100%,36-43%,MA,Purchase,Primary,SFR,Servicer_D,2021-05,360
LOAN_00001184,443575,0.06078010074730864,620-659,90-100%,<20%,OH,Purchase,Primary,SFR,Servicer_E,2021-04,240
LOAN_00001185,301816,0.05082802946612789,700-739,80-90%,43-50%,CA,Refinance,Primary,SFR,Servicer_A,2020-12,180
LOAN_00001186,329344,0.06727585829292802,<620,80-90%,20-30%,AZ,Cash-out Refinance,Primary,SFR,Servicer_E,2020-06,360
LOAN_00001187,203464,0.057458099942038855,620-659,60-70%,>50%,MO,Purchase,Investment,SFR,Servicer_A,2021-10,360
LOAN_00001188,143762,0.056963714168537044,620-659,<60%,30-36%,NC,Purchase,Primary,SFR,Servicer_D,2021-09,360
LOAN_00001189,168822,0.053342671758842296,660-699,<60%,<20%,FL,Refinance,Investment,SFR,Servicer_B,2020-01,360
LOAN_00001190,304035,0.07520266854687757,<620,80-90%,20-30%,NC,Cash-out Refinance,Primary,SFR,Servicer_A,2021-03,180
LOAN_00001191,256274,0.0464407992508521,740-779,70-80%,36-43%,WI,Purchase,Primary,Condo,Servicer_B,2020-11,360
LOAN_00001192,142241,0.05112790555049134,700-739,<60%,30-36%,OH,Purchase,Primary,SFR,Servicer_C,2020-07,180
LOAN_00001193,291075,0.040151978259040044,740-779,80-90%,43-50%,TX,Purchase,Primary,SFR,Servicer_A,2022-02,360
LOAN_00001194,252908,0.06372077292789408,<620,70-80%,36-43%,TN,Cash-out Refinance,Primary,SFR,Servicer_C,2021-07,360
LOAN_00001195,164979,0.04801421192370792,700-739,<60%,20-30%,IL,Refinance,Primary,Condo,Servicer_D,2021-11,360
LOAN_00001196,246449,0.04935957301928414,700-739,70-80%,30-36%,CA,Purchase,Primary,SFR,Servicer_E,2022-02,360
LOAN_00001197,252590,0.04879676041411383,700-739,70-80%,43-50%,AZ,Cash-out Refinance,Primary,Condo,Servicer_C,2022-12,180
LOAN_00001198,217876,0.055752662992748656,660-699,60-70%,43-50%,OH,Refinance,Primary,SFR,Servicer_D,2022-05,180
LOAN_00001199,471340,0.03999088498409025,740-779,90-100%,30-36%,FL,Cash-out Refinance,Primary,SFR,Servicer_E,2021-11,360
LOAN_00001200,114525,0.028081056806772867,780+,<60%,>50%,TX,Purchase,Primary,SFR,Servicer_A,2022-08,360
LOAN_00001201,109875,0.060492448448713265,620-659,<60%,<20%,NY,Purchase,Investment,SFR,Servicer_D,2021-06,240
LOAN_00001202,297046,0.029637307525555476,780+,80-90%,36-43%,FL,Purchase,Primary,SFR,Servicer_E,2022-12,360
LOAN_00001203,311160,0.06524965340772855,<620,80-90%,43-50%,CA,Purchase,Investment,SFR,Servicer_E,2022-04,360
LOAN_00001204,362981,0.07370233299442178,<620,80-90%,30-36%,GA,Cash-out Refinance,Investment,SFR,Servicer_E,2021-12,180
LOAN_00001205,226502,0.0530293143527796,660-699,70-80%,<20%,IN,Refinance,Second Home,Condo,Servicer_E,2022-09,240
LOAN_00001206,187407,0.07059391536064588,<620,60-70%,36-43%,GA,Purchase,Primary,SFR,Servicer_C,2021-07,360
LOAN_00001207,295475,0.05470892296548137,660-699,80-90%,20-30%,CA,Refinance,Primary,2-4 Unit,Servicer_E,2022-02,360
LOAN_00001208,237806,0.07419089390893445,<620,70-80%,20-30%,MO,Refinance,Primary,2-4 Unit,Servicer_B,2020-11,360
LOAN_00001209,644052,0.04952538577464147,700-739,>100%,20-30%,WA,Refinance,Primary,SFR,Servicer_A,2022-11,360
LOAN_00001210,252176,0.02662141828682654,780+,70-80%,43-50%,WI,Purchase,Primary,SFR,Servicer_A,2021-11,360
LOAN_00001211,288776,0.05404105907072198,660-699,70-80%,20-30%,VA,Cash-out Refinance,Primary,SFR,Servicer_A,2022-05,360
LOAN_00001212,1022446,0.07549555832092886,<620,>100%,30-36%,MI,Refinance,Primary,SFR,Servicer_D,2021-05,360
LOAN_00001213,269041,0.061419619671285015,620-659,70-80%,>50%,NJ,Cash-out Refinance,Second Home,SFR,Servicer_C,2022-08,360
LOAN_00001214,391632,0.04881612125754587,700-739,90-100%,43-50%,CA,Refinance,Primary,SFR,Servicer_E,2020-03,360
LOAN_00001215,409689,0.05894681403141678,620-659,90-100%,30-36%,GA,Refinance,Investment,SFR,Servicer_B,2020-05,360
LOAN_00001216,427496,0.06665349806143063,<620,90-100%,30-36%,NC,Purchase,Primary,SFR,Servicer_D,2021-07,360
LOAN_00001217,342745,0.05397260273302635,660-699,80-90%,20-30%,PA,Refinance,Second Home,2-4 Unit,Servicer_E,2022-03,360
LOAN_00001218,326740,0.08651668102410856,<620,80-90%,30-36%,IN,Purchase,Primary,SFR,Servicer_B,2022-06,360
LOAN_00001219,311815,0.048790984521766154,700-739,80-90%,<20%,WI,Cash-out Refinance,Investment,SFR,Servicer_C,2021-04,360
LOAN_00001220,222348,0.06703012866453698,<620,60-70%,<20%,MI,Purchase,Primary,SFR,Servicer_C,2021-12,360
LOAN_00001221,348976,0.0641432468377816,<620,80-90%,<20%,TN,Purchase,Second Home,2-4 Unit,Servicer_E,2021-08,360
LOAN_00001222,817758,0.04660207090362331,740-779,>100%,36-43%,IL,Refinance,Primary,2-4 Unit,Servicer_B,2022-11,360
LOAN_00001223,543258,0.049906716791827926,700-739,90-100%,20-30%,MD,Refinance,Primary,SFR,Servicer_B,2021-12,360
LOAN_00001224,345227,0.06721718376975237,<620,80-90%,<20%,MA,Refinance,Primary,Condo,Servicer_D,2021-04,360
LOAN_00001225,454937,0.05673745465125089,620-659,90-100%,43-50%,MA,Refinance,Primary,SFR,Servicer_E,2022-11,360
LOAN_00001226,192030,0.05905686072072727,620-659,60-70%,<20%,VA,Refinance,Second Home,SFR,Servicer_A,2020-04,360
LOAN_00001227,260340,0.035368391755547714,780+,70-80%,36-43%,IN,Cash-out Refinance,Primary,SFR,Servicer_A,2022-12,240
LOAN_00001228,476357,0.06287198386194522,620-659,90-100%,30-36%,NJ,Purchase,Primary,Condo,Servicer_E,2020-06,360
LOAN_00001229,623799,0.05844756212899081,620-659,>100%,36-43%,WI,Refinance,Primary,SFR,Servicer_C,2020-11,360
LOAN_00001230,201706,0.054233079728306155,660-699,60-70%,<20%,AZ,Cash-out Refinance,Investment,SFR,Servicer_C,2022-06,360
LOAN_00001231,232863,0.05933070235670891,620-659,70-80%,<20%,MI,Purchase,Primary,SFR,Servicer_E,2022-03,360
LOAN_00001232,882653,0.050089387514509004,700-739,>100%,43-50%,IL,Purchase,Investment,2-4 Unit,Servicer_B,2022-11,360
LOAN_00001233,311181,0.04789716995339831,700-739,80-90%,30-36%,MD,Purchase,Primary,Manufactured,Servicer_C,2022-03,360
LOAN_00001234,737986,0.052097373620330685,700-739,>100%,<20%,TX,Refinance,Primary,SFR,Servicer_E,2021-11,240
LOAN_00001235,328873,0.04942956186018043,700-739,80-90%,20-30%,CA,Refinance,Primary,SFR,Servicer_D,2021-01,360
LOAN_00001236,335403,0.0811663547325184,<620,80-90%,30-36%,CA,Purchase,Primary,SFR,Servicer_D,2020-01,360
LOAN_00001237,254550,0.06594244874612308,<620,70-80%,<20%,FL,Purchase,Investment,Manufactured,Servicer_B,2020-05,360
LOAN_00001238,475098,0.04337837291233959,740-779,90-100%,30-36%,IL,Purchase,Primary,SFR,Servicer_D,2020-11,360
LOAN_00001239,584720,0.07943555202713011,<620,>100%,30-36%,MI,Purchase,Second Home,SFR,Servicer_E,2020-02,360
LOAN_00001240,176751,0.049805720662764244,700-739,60-70%,36-43%,PA,Purchase,Investment,SFR,Servicer_E,2021-07,240
LOAN_00001241,248643,0.055353464409571417,660-699,70-80%,43-50%,MI,Refinance,Primary,SFR,Servicer_D,2022-04,240
LOAN_00001242,468616,0.06576900633917585,<620,90-100%,30-36%,NC,Cash-out Refinance,Primary,SFR,Servicer_E,2022-11,360
LOAN_00001243,277958,0.03136013747322862,780+,70-80%,43-50%,NC,Refinance,Primary,SFR,Servicer_E,2021-06,360
LOAN_00001244,231725,0.052155689836708374,660-699,70-80%,30-36%,TX,Cash-out Refinance,Primary,Condo,Servicer_D,2022-08,180
LOAN_00001245,491280,0.04811999378839399,700-739,90-100%,30-36%,NJ,Cash-out Refinance,Primary,2-4 Unit,Servicer_C,2022-12,360
LOAN_00001246,514899,0.05746096095452962,620-659,90-100%,36-43%,PA,Refinance,Primary,SFR,Servicer_C,2022-07,360
LOAN_00001247,236849,0.05944059619918531,620-659,70-80%,36-43%,NJ,Refinance,Primary,SFR,Servicer_D,2021-05,360
LOAN_00001248,329780,0.05407288761601178,660-699,80-90%,<20%,TX,Cash-out Refinance,Primary,SFR,Servicer_E,2020-12,360
LOAN_00001249,162066,0.05351623242185215,660-699,<60%,>50%,MO,Refinance,Second Home,SFR,Servicer_C,2022-12,240
LOAN_00001250,189521,0.06778157647162535,<620,60-70%,>50%,MA,Purchase,Primary,SFR,Servicer_D,2020-09,180
LOAN_00001251,315553,0.058617831164008455,620-659,80-90%,20-30%,OH,Purchase,Primary,SFR,Servicer_C,2021-03,360
LOAN_00001252,301252,0.05549710012062332,660-699,80-90%,36-43%,GA,Refinance,Primary,SFR,Servicer_D,2020-03,360
LOAN_00001253,182875,0.05677444709752167,620-659,60-70%,43-50%,OH,Cash-out Refinance,Second Home,Manufactured,Servicer_D,2022-05,360
LOAN_00001254,207318,0.07703066797036262,<620,60-70%,>50%,WI,Refinance,Primary,SFR,Servicer_A,2021-12,360
LOAN_00001255,174116,0.05707208772380927,620-659,60-70%,36-43%,MA,Purchase,Primary,SFR,Servicer_A,2020-04,360
LOAN_00001256,372327,0.048826617940411536,700-739,80-90%,<20%,MI,Refinance,Second Home,SFR,Servicer_A,2020-08,360
LOAN_00001257,110877,0.03209201093666729,780+,<60%,36-43%,WA,Cash-out Refinance,Primary,Condo,Servicer_D,2021-08,360
LOAN_00001258,178833,0.037792751511580555,780+,60-70%,<20%,TX,Refinance,Primary,SFR,Servicer_E,2021-08,360
LOAN_00001259,116836,0.04939568925904287,700-739,<60%,36-43%,IN,Purchase,Primary,SFR,Servicer_B,2022-05,240
LOAN_00001260,365678,0.05369947787255023,660-699,80-90%,36-43%,VA,Purchase,Primary,SFR,Servicer_A,2020-10,360
LOAN_00001261,120407,0.04833254248467714,700-739,<60%,36-43%,OH,Purchase,Primary,SFR,Servicer_A,2022-10,360
LOAN_00001262,301300,0.05921372772454971,620-659,80-90%,20-30%,AZ,Cash-out Refinance,Primary,SFR,Servicer_C,2021-05,180
LOAN_00001263,673175,0.0481779034659003,700-739,>100%,30-36%,CA,Purchase,Primary,SFR,Servicer_D,2022-06,240
LOAN_00001264,684686,0.04402612875837484,740-779,>100%,36-43%,MI,Cash-out Refinance,Primary,SFR,Servicer_B,2020-09,180
LOAN_00001265,120216,0.062351726024288956,620-659,<60%,20-30%,MD,Purchase,Primary,SFR,Servicer_D,2020-02,360
LOAN_00001266,344278,0.07143273396253616,<620,80-90%,20-30%,TN,Cash-out Refinance,Primary,SFR,Servicer_A,2020-02,360
LOAN_00001267,180866,0.04171398882704143,740-779,60-70%,20-30%,CA,Purchase,Primary,SFR,Servicer_D,2021-02,360
LOAN_00001268,163314,0.05792459036449374,620-659,<60%,43-50%,VA,Refinance,Primary,Manufactured,Servicer_B,2022-11,360
LOAN_00001269,280201,0.032139944102154185,780+,70-80%,30-36%,AZ,Refinance,Primary,SFR,Servicer_E,2020-02,360
LOAN_00001270,548063,0.03730554243127408,780+,90-100%,36-43%,NJ,Refinance,Investment,Condo,Servicer_D,2021-02,360
LOAN_00001271,400243,0.04793481006427393,700-739,90-100%,30-36%,OH,Refinance,Primary,SFR,Servicer_C,2020-04,360
LOAN_00001272,207405,0.06861892518852632,<620,60-70%,43-50%,AZ,Purchase,Second Home,Condo,Servicer_E,2022-10,360
LOAN_00001273,421897,0.045655527643534304,740-779,90-100%,30-36%,NC,Purchase,Primary,SFR,Servicer_E,2022-01,360
LOAN_00001274,96581,0.04520679430281341,740-779,<60%,<20%,MD,Purchase,Primary,Manufactured,Servicer_A,2022-04,360
LOAN_00001275,203521,0.0554330473827334,660-699,60-70%,20-30%,IN,Refinance,Primary,SFR,Servicer_C,2022-02,360
LOAN_00001276,196428,0.05544500333379821,660-699,60-70%,<20%,MD,Refinance,Primary,SFR,Servicer_D,2021-12,360
LOAN_00001277,308402,0.045578422326943965,740-779,80-90%,43-50%,NC,Purchase,Investment,SFR,Servicer_B,2022-04,180
LOAN_00001278,267958,0.07883465880715887,<620,70-80%,36-43%,AZ,Refinance,Primary,SFR,Servicer_E,2020-01,360
LOAN_00001279,276306,0.051815639522615524,700-739,70-80%,43-50%,FL,Purchase,Primary,SFR,Servicer_D,2022-08,360
LOAN_00001280,271750,0.056363019789016956,660-699,70-80%,36-43%,TN,Purchase,Primary,SFR,Servicer_D,2022-03,180
LOAN_00001281,299899,0.0501786455474747,700-739,80-90%,43-50%,TN,Purchase,Primary,SFR,Servicer_A,2022-03,360
LOAN_00001282,388506,0.06027965874581415,620-659,90-100%,>50%,TN,Refinance,Primary,SFR,Servicer_E,2021-03,360
LOAN_00001283,319548,0.0698194907164494,<620,80-90%,36-43%,CA,Purchase,Primary,SFR,Servicer_E,2022-05,240
LOAN_00001284,257255,0.07496396436345487,<620,70-80%,20-30%,MI,Cash-out Refinance,Investment,Condo,Servicer_E,2021-02,360
LOAN_00001285,362534,0.045852811896833434,740-779,80-90%,<20%,PA,Refinance,Primary,SFR,Servicer_C,2020-02,360
LOAN_00001286,448229,0.06820954211561454,<620,90-100%,36-43%,MD,Refinance,Primary,SFR,Servicer_E,2022-09,360
LOAN_00001287,224579,0.06159616983461222,620-659,60-70%,43-50%,NJ,Purchase,Primary,SFR,Servicer_A,2020-09,180
LOAN_00001288,287879,0.06669443931352093,<620,70-80%,36-43%,WA,Refinance,Primary,SFR,Servicer_B,2020-04,360
LOAN_00001289,530170,0.053897448727686426,660-699,90-100%,20-30%,NC,Cash-out Refinance,Primary,Condo,Servicer_D,2021-11,360
LOAN_00001290,170863,0.05275551072061383,660-699,<60%,36-43%,FL,Refinance,Primary,Manufactured,Servicer_D,2020-09,240
LOAN_00001291,731133,0.06622857574856793,<620,>100%,30-36%,WA,Purchase,Investment,SFR,Servicer_A,2022-07,360
LOAN_00001292,151815,0.06645631007267544,<620,<60%,20-30%,WA,Purchase,Primary,SFR,Servicer_B,2021-04,180
LOAN_00001293,249525,0.07378864676634264,<620,70-80%,43-50%,GA,Purchase,Primary,SFR,Servicer_A,2020-01,240
LOAN_00001294,184407,0.05738257066540587,620-659,60-70%,36-43%,WA,Purchase,Primary,SFR,Servicer_A,2022-11,360
LOAN_00001295,885549,0.05371702446838292,660-699,>100%,20-30%,GA,Refinance,Primary,SFR,Servicer_A,2021-07,360
LOAN_00001296,230573,0.025481757040069553,780+,70-80%,20-30%,AZ,Purchase,Primary,Condo,Servicer_E,2020-10,360
LOAN_00001297,230862,0.03566487354405599,780+,70-80%,36-43%,OH,Cash-out Refinance,Primary,SFR,Servicer_E,2022-01,360
LOAN_00001298,246378,0.050268980737799285,700-739,70-80%,30-36%,TN,Purchase,Second Home,SFR,Servicer_D,2021-08,360
LOAN_00001299,311078,0.04178729282504542,740-779,80-90%,20-30%,MO,Refinance,Primary,Manufactured,Servicer_A,2020-02,360
LOAN_00001300,251646,0.06476956678519896,<620,70-80%,36-43%,MI,Cash-out Refinance,Investment,SFR,Servicer_D,2022-04,180
LOAN_00001301,277494,0.039279748461052554,780+,70-80%,36-43%,CA,Purchase,Investment,SFR,Servicer_C,2021-03,240
LOAN_00001302,50786,0.04898434805979655,700-739,<60%,<20%,AZ,Purchase,Primary,SFR,Servicer_D,2022-02,360
LOAN_00001303,305156,0.04945568208233814,700-739,80-90%,30-36%,MD,Refinance,Second Home,SFR,Servicer_C,2022-09,240
LOAN_00001304,299210,0.06945691700079334,<620,80-90%,36-43%,MA,Purchase,Primary,SFR,Servicer_A,2021-10,180
LOAN_00001305,498462,0.04770113501176427,700-739,90-100%,20-30%,GA,Refinance,Primary,SFR,Servicer_E,2022-01,240
LOAN_00001306,570649,0.060428945416575855,620-659,>100%,20-30%,VA,Cash-out Refinance,Primary,SFR,Servicer_E,2020-10,360
LOAN_00001307,269991,0.0573484735302726,620-659,70-80%,20-30%,GA,Refinance,Primary,2-4 Unit,Servicer_E,2020-09,360
LOAN_00001308,446017,0.06583946182536736,<620,90-100%,30-36%,TN,Cash-out Refinance,Primary,SFR,Servicer_D,2021-03,360
LOAN_00001309,170965,0.06520258062539777,<620,<60%,43-50%,MA,Purchase,Second Home,SFR,Servicer_E,2022-07,360
LOAN_00001310,435247,0.05459871864556547,660-699,90-100%,30-36%,WA,Purchase,Primary,SFR,Servicer_A,2021-07,360
LOAN_00001311,222740,0.034644465848713835,780+,60-70%,>50%,GA,Purchase,Primary,SFR,Servicer_C,2021-01,180
LOAN_00001312,164004,0.05221910936025245,660-699,<60%,30-36%,NY,Refinance,Primary,SFR,Servicer_B,2022-05,360
LOAN_00001313,270277,0.05476053226561417,660-699,70-80%,36-43%,WA,Purchase,Investment,SFR,Servicer_C,2022-07,180
LOAN_00001314,597336,0.058432110797833337,620-659,>100%,30-36%,OH,Purchase,Primary,SFR,Servicer_A,2022-09,360
LOAN_00001315,324649,0.04614933825735028,740-779,80-90%,43-50%,MD,Cash-out Refinance,Primary,SFR,Servicer_E,2020-11,360
