loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
LOAN_00001411,24,2023-08,2021-09,24,337,571185,560727.63,0.0774,<620,>100%,<20%,MA,Refinance,Primary,2-4 Unit,Servicer_D,Current,0.0,0,0,0,NA,2023-08-10,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001411,25,2023-09,2021-09,25,336,571185,560255.93,0.0774,<620,>100%,<20%,MA,Refinance,Primary,2-4 Unit,Servicer_D,Current,0.0,0,0,0,NA,2023-09-23,Servicer,Complete,1,0,0,0,Current,0,none
LOAN_00001411,26,2023-10,2021-09,26,335,571185,559781.19,0.0774,<620,>100%,<20%,MA,Refinance,Primary,2-4 Unit,Servicer_D,Current,0.0,0,0,0,NA,2023-10-25,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001411,27,2023-11,2021-09,27,334,571185,559303.38,0.0774,<620,>100%,<20%,MA,Refinance,Primary,2-4 Unit,Servicer_D,Current,0.0,0,0,0,NA,2023-11-11,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001411,28,2023-12,2021-09,28,333,571185,558822.5,0.0774,<620,>100%,<20%,MA,Refinance,Primary,2-4 Unit,Servicer_D,Current,0.0,0,0,0,NA,2023-12-17,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,1,2020-10,2020-10,1,360,212952,212726.91,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2020-10-12,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,2,2020-11,2020-10,2,359,212952,212500.76,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2020-11-14,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001412,3,2020-12,2020-10,3,358,212952,212273.54,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2020-12-09,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,4,2021-01,2020-10,4,357,212952,212045.24,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2021-01-09,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001412,5,2021-02,2020-10,5,356,212952,211815.86,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2021-02-27,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,6,2021-03,2020-10,6,355,212952,211585.39,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2021-03-25,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,7,2021-04,2020-10,7,354,212952,211353.83,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2021-04-17,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,8,2021-05,2020-10,8,353,212952,3936498.903192858,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2021-05-17,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001412,9,2021-06,2020-10,9,352,212952,210887.41,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2021-06-20,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,10,2021-07,2020-10,10,351,212952,210652.54,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2021-07-06,Servicer,Complete,0,0,0,0,Current,0,none
LOAN_00001412,11,2021-08,2020-10,11,350,212952,210416.56,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2021-08-14,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,12,2021-09,2020-10,12,349,212952,,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2021-09-02,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,13,2021-10,2020-10,13,348,212952,209941.25,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2021-10-27,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,14,2021-11,2020-10,14,347,212952,209701.9,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2021-11-13,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,15,2021-12,2020-10,15,346,212952,209461.41,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2021-12-26,Servicer,Complete,0,0,0,0,Current,0,none
LOAN_00001412,16,2022-01,2020-10,16,345,212952,209219.79,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-01-11,Servicer,Complete,0,0,0,0,Current,0,none
LOAN_00001412,17,2022-02,2020-10,17,344,212952,208977.02,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-02-07,Servicer,Incomplete,0,0,0,0,Current,0,none
LOAN_00001412,18,2022-03,2020-10,18,343,212952,208733.1,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-03-14,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,19,2022-04,2020-10,19,342,212952,208488.03,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-04-17,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,20,2022-05,2020-10,20,341,212952,208241.8,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-05-10,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,21,2022-06,2020-10,21,340,212952,207994.4,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-06-27,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,22,2022-07,2020-10,22,339,212952,207745.82,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-07-06,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001412,23,2022-08,2020-10,23,338,212952,207496.07,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-08-09,Primary,Complete,0,1,0,0,Current,0,none
LOAN_00001412,24,2022-09,2020-10,24,337,212952,207245.14,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-09-20,Primary,Complete,0,1,0,0,Current,0,none
LOAN_00001412,25,2022-10,2020-10,25,336,212952,206993.02,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-10-06,Primary,Complete,0,1,0,0,Current,0,none
LOAN_00001412,26,2022-11,2020-10,26,335,212952,206739.7,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-11-24,Primary,Complete,1,1,0,0,Current,1,servicer_conflict
LOAN_00001412,27,2022-12,2020-10,27,334,212952,206485.18,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-12-06,Servicer,Complete,1,1,0,0,Current,1,servicer_conflict
LOAN_00001412,28,2023-01,2020-10,28,333,212952,206229.46,0.0569,620-659,60-70%,36-43%,PA,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2023-01-14,Servicer,Complete,1,1,0,0,30-59 DPD,1,pattern_anomaly
LOAN_00001413,1,2022-05,2022-05,1,360,347749,347452.12,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-05-03,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001413,2,2022-06,2022-05,2,359,347749,347153.57,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-06-13,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001413,3,2022-07,2022-05,3,358,347749,346853.32,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-07-19,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001413,4,2022-08,2022-05,4,357,347749,346551.38,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-08-07,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001413,5,2022-09,2022-05,5,356,347749,346247.72,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-09-27,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001413,6,2022-10,2022-05,6,355,347749,345942.35,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-10-11,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001413,7,2022-11,2022-05,7,354,347749,345635.25,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-11-09,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001413,8,2022-12,2022-05,8,353,347749,345326.4,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2022-12-24,Servicer,Incomplete,0,0,0,0,Current,0,none
LOAN_00001413,9,2023-01,2022-05,9,352,347749,345015.81,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2023-01-03,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001413,10,2023-02,2022-05,10,351,347749,344703.47,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2023-02-27,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001413,11,2023-03,2022-05,11,350,347749,344389.35,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2023-03-18,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001413,12,2023-04,2022-05,12,349,347749,344073.46,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2023-04-27,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001413,13,2023-05,2022-05,13,348,347749,343755.77,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2023-05-25,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001413,14,2023-06,2022-05,14,347,347749,343436.29,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2023-06-25,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001413,15,2023-07,2022-05,15,346,347749,343115.0,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2023-07-20,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001413,16,2023-08,2022-05,16,345,347749,342791.89,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2023-08-23,Servicer,Complete,0,0,0,0,Current,0,none
LOAN_00001413,17,2023-09,2022-05,17,344,347749,,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2023-09-18,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001413,18,2023-10,2022-05,18,343,347749,342140.18,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2023-10-09,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001413,19,2023-11,2022-05,19,342,347749,,0.2031713651127247,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2023-11-21,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001413,20,2023-12,2022-05,20,341,347749,341481.06,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2023-12-06,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001413,21,2024-01,2022-05,21,340,347749,341148.71,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2024-01-28,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001413,22,2024-02,2022-05,22,339,347749,340814.47,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2024-02-08,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001413,23,2024-03,2022-05,23,338,347749,340478.33,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2024-03-25,Primary,Complete,0,1,0,0,Current,0,none
LOAN_00001413,24,2024-04,2022-05,24,337,347749,340140.3,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2024-04-24,Primary,Complete,0,1,0,0,Current,0,none
LOAN_00001413,25,2024-05,2022-05,25,336,347749,5747263.062371619,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2024-05-28,Primary,Complete,0,1,0,0,Current,0,none
LOAN_00001413,26,2024-06,2022-05,26,335,347749,339458.48,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2024-06-06,Primary,Complete,1,1,0,0,Current,1,business_rule
LOAN_00001413,27,2024-07,2022-05,27,334,347749,339114.67,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2024-07-03,Primary,Complete,1,1,0,0,Current,1,servicer_conflict
LOAN_00001413,28,2024-08,2022-05,28,333,347749,338768.91,0.0679,<620,80-90%,30-36%,NY,Purchase,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2024-08-28,Primary,Complete,1,1,0,0,30-59 DPD,1,pattern_anomaly
LOAN_00001414,1,2021-10,2021-10,1,360,163908,163729.8,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2021-10-28,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001414,2,2021-11,2021-10,2,359,163908,163550.78,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2021-11-10,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001414,3,2021-12,2021-10,3,358,163908,163370.93,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2021-12-04,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001414,4,2022-01,2021-10,4,357,163908,163190.26,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2022-01-20,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001414,5,2022-02,2021-10,5,356,163908,163008.75,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2022-02-14,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001414,6,2022-03,2021-10,6,355,163908,162826.4,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2022-03-19,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001414,7,2022-04,2021-10,7,354,163908,162643.21,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2022-04-02,Servicer,Complete,0,0,0,0,Current,0,none
LOAN_00001414,8,2022-05,2021-10,8,353,163908,162459.18,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2022-05-04,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001414,9,2022-06,2021-10,9,352,163908,162274.29,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2022-06-19,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001414,10,2022-07,2021-10,10,351,163908,162088.56,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2022-07-10,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001414,11,2022-08,2021-10,11,350,163908,161901.96,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2022-08-04,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001414,12,2022-09,2021-10,12,349,163908,161714.51,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2022-09-20,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001414,13,2022-10,2021-10,13,348,163908,161526.19,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2022-10-17,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001414,14,2022-11,2021-10,14,347,163908,161337.01,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2022-11-17,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001414,15,2022-12,2021-10,15,346,163908,161146.95,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2022-12-16,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001414,16,2023-01,2021-10,16,345,163908,160956.01,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2023-01-05,Servicer,Incomplete,0,0,0,0,Current,0,none
LOAN_00001414,17,2023-02,2021-10,17,344,163908,160764.19,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2023-02-26,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001414,18,2023-03,2021-10,18,343,163908,160571.49,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2023-03-19,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001414,19,2023-04,2021-10,19,342,163908,160377.9,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2023-04-28,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001414,20,2023-05,2021-10,20,341,163908,160183.42,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2023-05-26,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001414,21,2023-06,2021-10,21,340,163908,159988.03,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2023-06-03,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001414,22,2023-07,2021-10,22,339,163908,159791.75,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2023-07-13,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001414,23,2023-08,2021-10,23,338,163908,159594.56,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2023-08-17,Servicer,Complete,0,0,0,0,Current,0,none
LOAN_00001414,24,2023-09,2021-10,24,337,163908,159396.47,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2023-09-12,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001414,25,2023-10,2021-10,25,336,163908,159197.45,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2023-10-02,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001414,26,2023-11,2021-10,26,335,163908,158997.52,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2023-11-22,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001414,27,2023-12,2021-10,27,334,163908,158796.67,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2023-12-26,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001414,28,2024-01,2021-10,28,333,163908,158594.89,0.0554,660-699,<60%,43-50%,MD,Purchase,Primary,SFR,Servicer_C,Current,0.0,0,0,0,NA,2024-01-13,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001415,1,2022-05,2022-05,1,360,413812,413367.71,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-05-19,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001415,2,2022-06,2022-05,2,359,413812,412921.35,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-06-24,Primary,Incomplete,1,0,0,0,Current,0,none
LOAN_00001415,3,2022-07,2022-05,3,358,413812,412472.9,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-07-26,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001415,4,2022-08,2022-05,4,357,413812,412022.35,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-08-08,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001415,5,2022-09,2022-05,5,356,413812,411569.71,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,,0,0,0,NA,2022-09-28,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001415,6,2022-10,2022-05,6,355,413812,411114.95,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-10-23,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001415,7,2022-11,2022-05,7,354,413812,410658.07,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-11-04,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001415,8,2022-12,2022-05,8,353,413812,410199.05,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-12-07,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001415,9,2023-01,2022-05,9,352,413812,409737.9,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-01-27,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001415,10,2023-02,2022-05,10,351,413812,409274.58,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-02-06,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001415,11,2023-03,2022-05,11,350,413812,408809.11,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-03-13,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001415,12,2023-04,2022-05,12,349,413812,408341.46,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-04-16,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001415,13,2023-05,2022-05,13,348,413812,407871.63,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-05-13,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001415,14,2023-06,2022-05,14,347,413812,407399.61,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-06-21,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001415,15,2023-07,2022-05,15,346,413812,406925.38,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-07-06,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001415,16,2023-08,2022-05,16,345,413812,406448.94,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-08-21,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001415,17,2023-09,2022-05,17,344,413812,405970.28,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-09-28,Servicer,Incomplete,0,0,1,0,Current,1,pattern_anomaly
LOAN_00001415,18,2023-10,2022-05,18,343,413812,405489.38,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-10-22,Primary,Complete,0,0,1,0,Current,1,servicer_conflict
LOAN_00001415,19,2023-11,2022-05,19,342,413812,405006.23,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-11-20,Primary,Complete,0,1,1,0,Current,1,business_rule
LOAN_00001415,20,2023-12,2022-05,20,341,413812,404520.83,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-12-09,Primary,Complete,0,1,1,0,Current,1,business_rule
LOAN_00001415,21,2024-01,2022-05,21,340,413812,404033.16,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2024-01-10,Primary,Complete,0,1,1,0,Current,1,pattern_anomaly
LOAN_00001415,22,2024-02,2022-05,22,339,413812,403543.22,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2024-02-15,Primary,Incomplete,1,1,1,0,Current,1,servicer_conflict
LOAN_00001415,23,2024-03,2022-05,23,338,413812,403050.99,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2024-03-20,Primary,Complete,1,1,1,0,Current,1,data_quality
LOAN_00001415,24,2024-04,2022-05,24,337,413812,402556.46,0.056,660-699,90-100%,30-36%,MD,Refinance,Second Home,SFR,Servicer_B,Current,0.0,0,0,0,NA,2024-04-09,Primary,Complete,1,1,1,0,30-59 DPD,1,business_rule
