loan_id,reporting_month,servicer_current_balance,servicer_current_status,servicer_days_past_due,servicer_last_updated
LOAN_00002217,2024-11,173728.34,Current,0,2024-11-04
LOAN_00004516,2021-12,97857.08,Current,0,2021-12-20
LOAN_00003713,2022-08,588754.27,90+ DPD,133,2022-08-08
LOAN_00004515,2022-11,0.0,Defaulted,303,2022-11-07
LOAN_00004405,2022-09,161647.85,Current,0,2022-09-12
LOAN_00000404,2023-04,143221.5,Current,0,2023-04-08
LOAN_00001979,2022-11,168105.37,Current,0,2022-11-25
LOAN_00001217,2023-12,333921.28,Current,0,2023-12-04
LOAN_00003936,2022-12,515417.59,30-59 DPD,32,2022-12-28
LOAN_00003492,2021-07,245398.31,Current,0,2021-07-28
LOAN_00003744,2022-01,351328.2,Current,0,2022-01-24
LOAN_00002342,2023-03,442309.78,Current,0,2023-03-25
LOAN_00001484,2021-05,247842.07,Current,0,2021-05-06
LOAN_00001999,2021-07,423533.8,Current,0,2021-07-25
LOAN_00002486,2022-12,145006.66,Current,0,2022-12-06
LOAN_00002194,2023-03,505407.26,Current,0,2023-03-10
LOAN_00000606,2022-01,503105.81,Current,0,2022-01-23
LOAN_00003467,2021-07,601188.52,Current,0,2021-07-25
LOAN_00000898,2020-09,178096.3,Current,0,2020-09-22
LOAN_00004488,2022-01,254101.83,Current,0,2022-01-18
LOAN_00001758,2023-04,493105.14,60-89 DPD,0,2023-04-28
LOAN_00002299,2024-01,553264.35,Current,0,2024-01-18
LOAN_00000870,2022-08,158386.61,Current,0,2022-08-21
LOAN_00000235,2023-08,331754.61,Current,0,2023-08-06
LOAN_00003484,2021-12,514174.37,30-59 DPD,40,2021-12-18
LOAN_00001016,2021-10,904258.51,Current,0,2021-10-10
LOAN_00004456,2023-06,485832.77,60-89 DPD,0,2023-07-12
LOAN_00000271,2020-03,422554.12,Current,0,2020-03-22
LOAN_00003596,2022-03,338523.94,Current,0,2022-03-28
LOAN_00004117,2021-09,236602.83,Current,0,2021-09-12
LOAN_00004541,2022-08,473834.58,Current,0,2022-08-18
LOAN_00001604,2020-12,169831.62,Current,0,2020-12-01
LOAN_00003500,2020-03,174838.29,Current,0,2020-03-17
LOAN_00001426,2022-10,294898.95,30-59 DPD,33,2022-10-16
LOAN_00003670,2021-02,735448.25,Current,0,2021-02-09
LOAN_00000221,2021-12,1394800.1,Current,0,2021-12-10
LOAN_00001174,2020-04,118999.24,Current,0,2020-04-10
LOAN_00003601,2022-06,273032.81,90+ DPD,148,2022-06-01
LOAN_00000078,2022-07,344084.79,Current,0,2022-07-11
LOAN_00000680,2023-09,226370.79,Current,0,2023-09-17
LOAN_00003754,2020-07,501551.22,90+ DPD,142,2020-07-28
LOAN_00001038,2021-12,153188.53,Current,0,2021-12-15
LOAN_00000773,2022-07,453518.58769218513,Current,0,2022-07-06
LOAN_00003549,2021-12,824961.95,Current,0,2021-12-07
LOAN_00000558,2022-05,223327.69,Current,0,2022-05-20
LOAN_00000590,2023-08,422070.23,Current,0,2023-08-08
LOAN_00000119,2022-02,177575.77,60-89 DPD,82,2022-02-22
LOAN_00004252,2022-12,312821.24,Current,0,2022-12-17
LOAN_00001770,2021-03,350999.91,Current,0,2021-03-07
LOAN_00003925,2022-03,248867.76,Current,0,2022-03-16
LOAN_00004130,2021-12,446952.95,Current,0,2021-12-13
LOAN_00000545,2020-09,169181.44,Current,0,2020-09-21
LOAN_00000388,2024-10,230345.91,Current,0,2024-10-25
LOAN_00004978,2023-04,293189.65,Current,0,2023-04-10
LOAN_00000740,2023-11,306856.82,Current,0,2023-11-09
LOAN_00001309,2022-12,170028.68,Current,0,2022-12-14
LOAN_00004556,2021-05,242948.4,Current,0,2021-05-24
LOAN_00004751,2020-06,136815.96,Current,0,2020-06-27
LOAN_00003735,2022-07,133392.91,Current,0,2022-07-13
LOAN_00001385,2021-10,139373.38,Current,0,2021-10-10
LOAN_00003279,2022-05,209186.15,30-59 DPD,57,2022-05-28
LOAN_00002782,2022-07,246900.62,Current,0,2022-07-06
LOAN_00002928,2022-03,282970.25,Current,0,2022-03-18
LOAN_00002501,2021-04,395482.98,Current,0,2021-04-09
LOAN_00001513,2021-02,120198.41,Current,0,2021-02-01
LOAN_00003657,2023-01,489395.93,Current,0,2023-01-26
LOAN_00002425,2022-04,728556.28,Current,0,2022-04-20
LOAN_00003518,2022-06,237703.67,Current,0,2022-06-20
LOAN_00001353,2024-05,237488.61,Current,0,2024-05-19
LOAN_00000920,2024-07,247374.97,Current,0,2024-07-10
LOAN_00002307,2021-11,297213.01,Current,0,2021-11-27
LOAN_00003040,2021-12,261612.06,Current,0,2021-12-18
LOAN_00001909,2023-02,259804.93,Current,0,2023-02-19
LOAN_00004118,2022-06,499202.11,Current,0,2022-06-05
LOAN_00002488,2022-10,114053.67,Current,0,2022-10-27
LOAN_00000801,2020-12,388204.91,Current,0,2020-12-21
LOAN_00002017,2022-08,318261.72,Current,0,2022-08-09
LOAN_00002390,2022-07,323203.59,Current,0,2022-07-18
LOAN_00002327,2022-01,217112.64,Current,0,2022-01-25
LOAN_00004504,2020-03,365472.95,Current,0,2020-03-17
LOAN_00002699,2022-04,193545.17,Current,0,2022-04-03
LOAN_00002524,2020-05,390596.89,Current,0,2020-05-25
LOAN_00002395,2023-03,125585.83,Current,0,2023-03-08
LOAN_00004570,2023-02,501935.01,Current,0,2023-02-25
LOAN_00004990,2022-04,688415.62,Current,0,2022-04-24
LOAN_00003723,2023-10,267392.01,Current,0,2023-10-13
LOAN_00003913,2022-07,368944.34,Current,0,2022-07-25
LOAN_00001171,2023-01,273862.86,Current,0,2023-01-05
LOAN_00001145,2021-06,226959.35,Current,0,2021-06-09
LOAN_00001197,2024-07,232743.44,Current,0,2024-07-21
LOAN_00003810,2020-10,359356.5,Current,0,2020-10-15
LOAN_00003109,2021-07,167561.32,Current,0,2021-07-19
LOAN_00004426,2022-06,432921.52,Current,0,2022-06-03
LOAN_00002048,2023-01,210236.32,Current,0,2023-01-26
LOAN_00003279,2023-12,193803.0,Current,0,2023-12-24
LOAN_00003812,2023-05,258839.33,Current,0,2023-05-19
LOAN_00002229,2023-06,222783.42,Current,0,2023-06-16
LOAN_00000057,2021-01,147554.29,Current,0,2021-01-08
LOAN_00001188,2022-07,142053.91,Current,0,2022-07-18
LOAN_00000131,2022-05,325235.48,Current,0,2022-05-14
LOAN_00003735,2021-01,143780.59,Current,0,2021-01-12
LOAN_00004133,2022-12,107478.91,Current,0,2022-12-12
LOAN_00000760,2021-07,184042.96,Current,0,2021-07-19
LOAN_00004703,2022-09,287853.81,Current,0,2022-09-03
LOAN_00000004,2021-05,257720.38,Current,0,2021-05-03
LOAN_00003135,2020-02,293179.63,Current,0,2020-02-09
LOAN_00004258,2023-02,1039641.41,Current,0,2023-02-09
LOAN_00000449,2022-02,590174.34,Current,0,2022-02-21
LOAN_00002996,2022-06,209331.1,Current,0,2022-06-08
LOAN_00000262,2021-07,283350.69,Current,0,2021-07-16
LOAN_00000560,2023-02,412172.42,Current,0,2023-02-07
LOAN_00004392,2021-10,196057.24,Current,0,2021-10-28
LOAN_00000638,2024-02,339766.26,90+ DPD,167,2024-02-17
LOAN_00004409,2021-04,299630.79,60-89 DPD,68,2021-04-26
LOAN_00004826,2021-10,310731.57,Current,0,2021-10-05
LOAN_00000520,2022-06,160404.15,Current,0,2022-06-16
LOAN_00004853,2020-08,199065.33,Current,0,2020-08-28
LOAN_00003438,2022-12,158461.04,Current,0,2022-12-08
LOAN_00001701,2021-01,240676.34,Current,0,2021-01-04
LOAN_00001823,2024-09,160369.44,Current,0,2024-09-22
LOAN_00003393,2021-03,387025.26,30-59 DPD,44,2021-03-25
LOAN_00000835,2023-05,354885.97,Current,0,2023-05-07
LOAN_00001964,2023-11,259139.32,Current,0,2023-11-20
LOAN_00002684,2022-04,260095.68,Current,0,2022-04-06
LOAN_00000158,2022-12,202829.36,Current,0,2022-12-02
LOAN_00002489,2021-03,349003.24,Current,0,2021-03-16
LOAN_00000375,2020-07,332424.49,Current,83,2020-07-18
LOAN_00002780,2020-12,308093.91,Current,0,2020-12-27
LOAN_00003754,2020-04,503562.45,30-59 DPD,30,2020-04-23
LOAN_00000902,2020-08,170892.64,Current,0,2020-08-13
LOAN_00004570,2024-04,493035.31,Current,0,2024-04-16
LOAN_00004407,2021-12,210382.28,Current,0,2021-12-01
LOAN_00001808,2022-02,364792.18,Current,0,2022-02-06
LOAN_00003033,2020-09,712629.56,Current,0,2020-09-25
LOAN_00003512,2020-09,190422.95,Current,0,2020-09-18
LOAN_00001472,2021-05,688450.53,Current,0,2021-05-22
LOAN_00001374,2023-10,390794.21,Current,0,2023-10-06
LOAN_00002526,2021-06,260856.06,Current,0,2021-06-16
LOAN_00003741,2022-08,294817.68,Current,0,2022-08-14
LOAN_00001087,2024-11,237527.51,Current,0,2024-11-22
LOAN_00004472,2021-12,606440.26,Current,0,2021-12-07
LOAN_00004035,2020-03,255489.06,Current,0,2020-03-04
LOAN_00000210,2021-01,621770.23,Current,0,2021-01-05
LOAN_00000153,2021-07,316771.31,Current,0,2021-07-23
LOAN_00000714,2023-07,303577.82,Current,0,2023-07-09
LOAN_00002204,2022-09,226890.28,Current,0,2022-09-24
LOAN_00002450,2024-03,152070.54,Current,0,2024-03-09
LOAN_00003481,2021-10,240336.14,Current,0,2021-10-08
LOAN_00002986,2022-06,554429.17,30-59 DPD,46,2022-06-10
LOAN_00001116,2023-09,326792.41,Current,0,2023-09-12
LOAN_00004745,2022-04,383830.47,Current,0,2022-04-15
LOAN_00004768,2022-08,153530.51,Current,0,2022-08-22
LOAN_00002921,2024-05,320249.8,90+ DPD,105,2024-05-12
LOAN_00003410,2020-03,238231.73,Current,0,2020-03-25
LOAN_00001414,2021-12,163370.93,Current,0,2021-12-04
LOAN_00003966,2023-06,235800.63,Current,0,2023-06-07
LOAN_00003913,2023-09,362303.03,30-59 DPD,38,2023-09-10
LOAN_00000793,2023-07,86130.4,Current,0,2023-07-28
LOAN_00001614,2021-04,205730.62,Current,0,2021-04-14
LOAN_00000742,2023-10,543058.25,Current,0,2023-10-07
LOAN_00000107,2022-04,385807.46,Current,0,2022-04-28
LOAN_00002087,2021-12,226681.46,Current,0,2021-12-21
LOAN_00001495,2021-09,223174.91,Current,0,2021-09-05
LOAN_00002762,2021-04,632928.13,Current,0,2021-04-04
LOAN_00000159,2023-06,529590.7,Current,0,2023-06-08
LOAN_00004367,2020-06,156550.61,Current,0,2020-06-23
LOAN_00001078,2022-03,163709.48,Current,0,2022-03-09
LOAN_00004865,2022-11,106471.9,Current,0,2022-11-06
LOAN_00003966,2022-09,241068.35,Current,0,2022-09-15
LOAN_00003825,2022-11,244979.56,Current,0,2022-11-10
LOAN_00000905,2023-05,154485.1,Current,0,2023-05-02
LOAN_00000369,2023-04,195581.03,Current,0,2023-04-01
LOAN_00001603,2022-10,260354.89,Current,0,2022-10-10
LOAN_00002558,2020-05,231082.44,Current,0,2020-05-08
LOAN_00000846,2021-09,644477.09,Current,0,2021-09-20
LOAN_00004554,2022-02,329671.25687851413,30-59 DPD,44,2022-02-18
LOAN_00003762,2023-01,300746.7,Current,0,2023-01-13
LOAN_00004026,2021-04,289167.38,Current,0,2021-04-21
LOAN_00003262,2024-01,377439.82,Current,0,2024-01-28
LOAN_00002554,2023-03,161868.38,30-59 DPD,170,2023-03-31
LOAN_00003541,2023-04,292482.13,Current,0,2023-04-14
LOAN_00001648,2024-10,133368.43,Current,0,2024-10-27
LOAN_00003473,2023-11,246254.67,Current,0,2023-11-07
LOAN_00003279,2024-05,189533.22,Current,0,2024-05-13
LOAN_00004658,2021-12,502750.44,60-89 DPD,76,2021-12-11
LOAN_00000163,2023-01,85998.16,Current,0,2023-01-02
LOAN_00003850,2022-05,261605.2,Current,0,2022-05-02
LOAN_00001280,2022-11,262911.58,Current,0,2022-11-27
LOAN_00000663,2021-12,424357.09,Current,0,2021-12-11
LOAN_00002070,2021-12,415901.96,30-59 DPD,34,2021-12-07
LOAN_00003284,2022-06,384733.13,Current,0,2022-06-02
LOAN_00002617,2021-02,255811.11,Current,0,2021-02-17
LOAN_00004405,2024-11,156849.92,Current,0,2024-11-20
LOAN_00000006,2020-11,167636.34,Current,0,2020-11-07
LOAN_00002765,2021-12,133820.82,Current,0,2021-12-01
LOAN_00000584,2021-04,820029.99,Current,0,2021-04-04
LOAN_00004578,2021-02,525129.26,Current,0,2021-02-13
LOAN_00001287,2021-09,214365.06,Current,0,2021-09-17
LOAN_00004571,2020-12,326067.22,Current,0,2020-12-22
LOAN_00003031,2022-04,177326.27,Current,0,2022-04-27
LOAN_00000133,2022-02,519418.13,Current,0,2022-02-26
LOAN_00004914,2023-01,201792.8,Current,0,2023-01-04
LOAN_00004650,2021-07,348796.3,Current,0,2021-07-26
LOAN_00002507,2023-06,189597.32,Current,0,2023-07-09
LOAN_00002356,2022-12,122838.04,Current,0,2022-12-24
LOAN_00002002,2022-09,219273.61,Current,0,2022-09-19
LOAN_00002763,2021-07,350705.18,Current,0,2021-07-13
LOAN_00001088,2021-12,406281.98,Current,0,2021-12-04
LOAN_00003931,2021-07,408536.63,30-59 DPD,34,2021-07-19
LOAN_00003320,2020-07,203346.62,Current,0,2020-07-04
LOAN_00000778,2021-01,310446.34,Current,0,2021-01-11
LOAN_00003930,2022-12,99476.17,Current,0,2022-12-28
LOAN_00002365,2021-03,259428.79,Current,0,2021-03-21
LOAN_00001381,2020-11,530822.18,Current,0,2020-11-23
LOAN_00004455,2020-05,264842.35,Current,0,2020-05-17
LOAN_00002288,2024-11,281945.11,Current,0,2024-11-07
LOAN_00001013,2023-01,194773.62,Current,0,2023-01-17
LOAN_00004577,2022-04,500421.23,Current,0,2022-04-06
LOAN_00001365,2020-06,307327.16719295207,Current,0,2020-07-03
LOAN_00003161,2022-10,151752.04,Current,0,2022-10-26
LOAN_00000355,2024-09,319464.18,Current,0,2024-09-03
LOAN_00003273,2022-03,247522.42,Current,0,2022-03-19
LOAN_00002871,2023-02,460740.57,Current,0,2023-02-15
LOAN_00002534,2023-10,288062.61,Current,0,2023-10-01
LOAN_00004175,2021-12,438181.06,Current,0,2021-12-14
LOAN_00000326,2021-12,445360.69,Current,0,2021-12-03
LOAN_00000975,2022-10,256997.94,Current,0,2022-10-09
LOAN_00004558,2022-09,808091.83,Current,0,2022-09-01
LOAN_00000948,2023-12,311644.98,Current,0,2023-12-03
LOAN_00003342,2021-04,763038.89,Current,0,2021-04-16
LOAN_00004654,2021-01,316764.76,Current,32,2021-02-16
LOAN_00000129,2021-11,279987.11,Current,0,2021-11-06
LOAN_00004823,2023-04,265852.94,Current,0,2023-04-07
LOAN_00001397,2023-06,523465.66,Current,0,2023-06-07
LOAN_00004884,2021-06,129346.03,Current,0,2021-06-15
LOAN_00001854,2022-03,454265.4,Current,0,2022-03-15
LOAN_00002575,2022-08,287858.96,Current,0,2022-08-12
LOAN_00000444,2022-08,110873.91,Current,0,2022-08-12
LOAN_00003608,2023-06,174238.1,Current,0,2023-06-04
LOAN_00002814,2021-08,581886.42,Current,0,2021-08-05
LOAN_00002928,2021-09,284773.4,Current,0,2021-09-08
LOAN_00003062,2022-09,167531.46,Current,0,2022-09-04
LOAN_00002862,2022-12,229356.63,Current,0,2022-12-04
LOAN_00000495,2023-06,362330.01,Current,0,2023-06-24
LOAN_00003092,2022-08,316095.37,Current,0,2022-08-11
LOAN_00004176,2021-01,356365.47,Current,0,2021-01-09
LOAN_00002047,2023-04,1273880.11,30-59 DPD,46,2023-04-11
LOAN_00000769,2022-01,0.0,Prepaid,0,2022-01-21
LOAN_00001185,2023-01,271062.62,Current,0,2023-01-17
LOAN_00003130,2021-11,428670.97,Current,0,2021-11-19
LOAN_00000593,2023-03,167813.43,Current,0,2023-03-24
LOAN_00004940,2023-04,282048.61,60-89 DPD,70,2023-04-04
LOAN_00002608,2022-11,388384.5,Current,0,2022-11-26
LOAN_00000845,2020-09,219913.44,Current,0,2020-09-12
LOAN_00002665,2022-04,0.0,Defaulted,329,2022-04-25
LOAN_00004497,2023-04,337444.68,Current,0,2023-04-04
LOAN_00004921,2023-01,438102.13,Current,0,2023-01-20
LOAN_00001612,2022-04,231782.85,Current,0,2022-04-19
LOAN_00004033,2020-11,386580.43,Current,0,2020-11-12
LOAN_00001864,2024-09,476983.29,Current,0,2024-09-28
LOAN_00001687,2021-11,303676.55,Current,0,2021-11-09
LOAN_00004711,2023-02,244316.01,Current,0,2023-02-23
LOAN_00004970,2023-01,352115.54,Current,0,2023-01-28
LOAN_00004327,2023-02,191261.42,Current,0,2023-02-03
LOAN_00001212,2022-05,1012301.69,Current,0,2022-05-25
LOAN_00003228,2023-11,375485.29,Current,0,2023-11-14
LOAN_00003843,2021-09,887671.72,Current,0,2021-09-28
LOAN_00004868,2024-12,249008.3,Current,0,2024-12-14
LOAN_00004678,2022-06,238859.66,Current,0,2022-06-11
LOAN_00000648,2023-10,168526.64,Current,0,2023-10-15
LOAN_00003826,2021-03,515723.82667894807,Current,0,2021-03-18
LOAN_00002293,2022-04,648845.93,Current,0,2022-04-27
LOAN_00004067,2021-08,494930.85,30-59 DPD,36,2021-08-25
LOAN_00002111,2022-02,202280.74,60-89 DPD,67,2022-02-26
LOAN_00003655,2023-08,186077.91,Current,0,2023-08-11
LOAN_00003296,2022-01,122669.93,Current,0,2022-01-18
LOAN_00000351,2020-06,275790.59,Current,0,2020-06-14
LOAN_00002334,2022-07,384961.86,60-89 DPD,0,2022-07-07
LOAN_00000575,2021-07,294022.92,Current,0,2021-07-08
LOAN_00004957,2021-05,117976.93,Current,0,2021-05-12
LOAN_00004373,2022-10,756221.96,Current,0,2022-10-08
LOAN_00002204,2023-01,223054.28,Current,0,2023-01-03
LOAN_00002230,2023-01,474251.43,Current,0,2023-01-12
LOAN_00003612,2022-05,239254.22,Current,0,2022-05-15
LOAN_00003583,2022-12,270150.94,Current,0,2022-12-13
LOAN_00000590,2023-04,424014.15,Current,0,2023-04-19
LOAN_00004043,2020-06,161013.58,Current,0,2020-06-20
LOAN_00002136,2021-11,255538.69,Current,0,2021-11-09
LOAN_00002437,2022-11,419969.97,60-89 DPD,84,2022-11-08
LOAN_00000705,2021-09,626667.05,Current,0,2021-09-13
LOAN_00002412,2023-04,545588.64,Current,0,2023-04-16
LOAN_00004765,2020-11,240474.56,Current,0,2020-11-19
LOAN_00000128,2022-05,168477.47,Current,0,2022-05-04
LOAN_00004671,2023-01,338867.01,Current,0,2023-01-25
LOAN_00001094,2022-10,260976.48,60-89 DPD,79,2022-10-20
LOAN_00003872,2023-09,219902.83,Current,0,2023-09-18
LOAN_00004425,2023-06,637085.69,Current,0,2023-06-21
LOAN_00002223,2021-09,957317.05,Current,0,2021-09-19
LOAN_00004274,2021-03,1476674.82,Current,0,2021-03-17
LOAN_00001795,2022-04,382620.61,Current,0,2022-04-07
LOAN_00004874,2022-01,153541.58,Current,0,2022-01-21
LOAN_00002645,2022-01,286523.07,Current,0,2022-01-02
LOAN_00000384,2020-11,406181.13,Current,0,2020-11-26
LOAN_00004974,2022-10,740574.63,Current,0,2022-10-25
LOAN_00004671,2023-10,334101.0,Current,0,2023-10-21
LOAN_00002053,2024-06,205998.48,Current,0,2024-06-06
LOAN_00002782,2022-09,246316.39,Current,0,2022-09-14
LOAN_00004203,2020-05,364037.94,Current,0,2020-05-13
LOAN_00000908,2021-12,711251.97,Current,0,2021-12-25
LOAN_00002607,2021-09,183031.97,Current,0,2021-09-05
LOAN_00001047,2023-01,450959.44,Current,0,2023-01-13
LOAN_00000946,2024-05,328774.13,Current,0,2024-05-06
LOAN_00001759,2021-12,221098.99,Current,0,2021-12-13
LOAN_00001222,2022-11,816712.1,Current,0,2022-11-23
LOAN_00003495,2023-03,326165.35,Current,0,2023-03-28
LOAN_00003909,2024-07,824387.11,Current,0,2024-07-28
LOAN_00003654,2023-06,768411.48,Current,0,2023-06-01
LOAN_00002451,2023-09,253013.53,Current,0,2023-09-16
LOAN_00000194,2023-08,199301.4,Current,0,2023-08-11
LOAN_00002396,2023-01,448413.62,Current,0,2023-01-09
LOAN_00001005,2022-10,419694.76,Current,0,2022-10-13
LOAN_00000807,2020-05,225101.14,Current,0,2020-05-21
LOAN_00004903,2023-08,223194.84,Current,0,2023-08-06
LOAN_00002404,2021-06,302890.34,Current,0,2021-06-24
LOAN_00000578,2023-05,217792.48,Current,0,2023-05-10
LOAN_00002761,2023-01,686405.31,Current,0,2023-01-13
LOAN_00000859,2022-10,376394.37,Current,0,2022-10-17
LOAN_00003217,2022-06,693586.27,30-59 DPD,54,2022-06-07
LOAN_00002504,2022-05,153944.77,Current,0,2022-05-22
LOAN_00001377,2022-05,272749.78,Current,0,2022-05-26
LOAN_00003981,2021-07,257238.17,Current,0,2021-07-13
LOAN_00003692,2021-09,227841.36,Current,17,2021-09-25
LOAN_00002873,2021-02,283501.46,Current,0,2021-02-27
LOAN_00001696,2023-01,163304.25,Current,0,2023-01-01
LOAN_00004570,2023-04,500696.94,Current,0,2023-04-12
LOAN_00004241,2021-03,522583.05,Current,0,2021-03-25
LOAN_00001105,2021-09,323447.73,Current,0,2021-09-16
LOAN_00000123,2023-06,197370.27,Current,0,2023-06-17
LOAN_00003703,2022-11,518706.66,Current,0,2022-11-17
LOAN_00001022,2024-06,253875.47,Current,0,2024-06-17
LOAN_00001797,2021-06,372602.1,Current,0,2021-06-15
LOAN_00001287,2022-10,203448.16,Current,112,2022-10-08
LOAN_00000263,2024-08,567173.38,Current,0,2024-08-19
LOAN_00004528,2022-01,608520.99,Current,0,2022-01-15
LOAN_00002043,2022-07,358261.01,Current,0,2022-07-26
LOAN_00000354,2023-04,859690.5,Current,0,2023-04-20
LOAN_00002164,2023-11,432602.1,Current,0,2023-11-12
LOAN_00001111,2021-07,299407.34,Current,0,2021-07-01
LOAN_00004673,2022-11,169409.41,Current,0,2022-11-23
LOAN_00002554,2024-11,158589.22,Current,0,2024-11-05
LOAN_00000016,2021-12,1010205.65,Current,0,2021-12-27
LOAN_00001992,2021-07,272369.58,Current,0,2021-07-22
LOAN_00003966,2023-12,232167.08,Current,0,2023-12-16
LOAN_00004332,2023-10,159284.79,Current,0,2023-10-15
LOAN_00003291,2022-05,474471.69,Current,0,2022-05-09
LOAN_00004006,2020-10,159081.68,Current,0,2020-10-07
LOAN_00003067,2022-02,786268.33,Current,0,2022-02-16
LOAN_00000488,2024-03,140339.1,Current,0,2024-03-17
LOAN_00001399,2021-03,202224.69,Current,0,2021-03-01
LOAN_00000313,2022-06,251095.7,Current,0,2022-06-23
LOAN_00003518,2022-10,236432.62,Current,30,2022-10-18
LOAN_00001040,2022-09,88889.07,Current,0,2022-09-01
LOAN_00001760,2021-09,236874.47,Current,0,2021-09-19
LOAN_00001646,2021-11,342091.21,Current,0,2021-11-04
LOAN_00004669,2022-12,222294.76,Current,0,2022-12-17
LOAN_00001126,2023-06,571390.54,Current,0,2023-06-12
LOAN_00002482,2020-08,298894.13,Current,0,2020-08-08
LOAN_00003177,2021-07,164720.71,Current,0,2021-07-10
LOAN_00003554,2021-06,114909.22,60-89 DPD,68,2021-06-08
LOAN_00003210,2024-04,407810.18,Current,0,2024-04-03
LOAN_00004976,2023-04,428325.62,Current,0,2023-04-05
LOAN_00003568,2024-02,181932.85,Current,0,2024-02-27
LOAN_00003553,2023-12,389822.35,Current,0,2023-12-13
LOAN_00002335,2021-09,664306.58,Current,0,2021-09-28
LOAN_00003630,2022-05,481028.71,Current,0,2022-05-02
LOAN_00004057,2023-07,139987.8,Current,0,2023-07-20
LOAN_00001837,2021-02,169879.76,Current,0,2021-02-08
LOAN_00002856,2023-06,278958.53,Current,0,2023-06-09
LOAN_00003821,2020-10,147288.33,Current,0,2020-10-13
LOAN_00004478,2023-05,229804.85,Current,0,2023-05-22
LOAN_00002354,2023-01,0.0,Defaulted,100,2023-01-15
LOAN_00002812,2021-03,413159.91,Current,0,2021-03-04
LOAN_00000698,2022-04,150664.79,Current,0,2022-04-27
LOAN_00002685,2023-07,315901.44,Current,0,2023-07-02
LOAN_00000877,2023-04,386494.45,90+ DPD,170,2023-04-07
LOAN_00000453,2021-01,330681.03,30-59 DPD,55,2021-01-20
LOAN_00000480,2020-12,162691.81,Current,89,2020-12-12
LOAN_00002748,2021-06,361215.36,30-59 DPD,40,2021-06-16
LOAN_00001294,2025-01,178859.88,Current,0,2025-01-02
LOAN_00004458,2020-08,221499.41,Current,0,2020-08-19
LOAN_00001514,2022-03,408489.76,Current,0,2022-03-08
LOAN_00004793,2021-08,571223.5,90+ DPD,155,2021-08-04
LOAN_00001043,2022-02,815391.31,30-59 DPD,48,2022-02-14
LOAN_00001055,2023-01,370725.3,Current,0,2023-01-10
LOAN_00004913,2023-03,0.0,Prepaid,0,2023-03-18
LOAN_00001441,2022-09,294644.23,Current,0,2022-09-16
LOAN_00002006,2023-01,113674.36,Current,0,2023-01-21
LOAN_00001265,2021-07,118063.43,Current,0,2021-07-20
LOAN_00002221,2022-08,272388.43,Current,0,2022-08-21
LOAN_00002628,2022-03,176939.97,Current,0,2022-03-03
LOAN_00003233,2020-03,175379.66,Current,0,2020-03-19
LOAN_00001768,2020-12,464753.1238147415,90+ DPD,113,2021-01-17
LOAN_00000289,2021-07,225603.86,60-89 DPD,67,2021-07-20
LOAN_00001428,2021-05,150128.05,Current,0,2021-05-03
LOAN_00003718,2022-07,1082889.07,Current,0,2022-07-11
LOAN_00003628,2024-05,345887.7,30-59 DPD,38,2024-05-08
LOAN_00004474,2022-10,191543.62,Current,0,2022-10-07
LOAN_00003070,2022-05,201989.55,Current,0,2022-05-11
LOAN_00003031,2021-01,181118.63,Current,0,2021-01-06
LOAN_00002821,2024-01,176459.48,30-59 DPD,0,2024-01-15
LOAN_00001198,2022-11,212362.88,Current,0,2022-11-23
LOAN_00000978,2023-02,316533.56,Current,0,2023-02-06
LOAN_00003243,2023-03,317729.93,60-89 DPD,0,2023-03-18
LOAN_00001266,2020-03,687140.4091619609,Current,0,2020-04-01
LOAN_00004273,2022-04,583528.84,Current,0,2022-04-16
LOAN_00004214,2023-05,306752.07,Current,0,2023-05-22
LOAN_00001144,2022-08,0.0,Prepaid,0,2022-08-23
LOAN_00000366,2023-07,373832.81,Current,0,2023-07-23
LOAN_00004232,2023-07,415422.28,Current,0,2023-07-17
LOAN_00002867,2020-08,505169.91,Current,0,2020-08-04
LOAN_00004151,2022-11,156000.96,Current,0,2022-11-24
LOAN_00001662,2021-03,196981.68652056187,Current,0,2021-04-02
LOAN_00002262,2021-02,630282.33,60-89 DPD,62,2021-02-16
LOAN_00000164,2021-04,222304.09,Current,0,2021-04-27
LOAN_00000511,2023-10,401325.49,Current,0,2023-10-23
LOAN_00003732,2022-11,321070.86,Current,0,2022-11-02
LOAN_00004668,2022-04,311385.1,Current,0,2022-04-07
LOAN_00001121,2022-05,419045.46,Current,0,2022-05-11
LOAN_00001840,2022-02,316967.1,Current,0,2022-02-23
LOAN_00001901,2022-04,143993.74,Current,0,2022-04-10
LOAN_00000033,2021-12,379689.43,Current,0,2021-12-13
LOAN_00004405,2022-10,161473.89,Current,0,2022-10-24
LOAN_00000441,2022-03,372736.22,Current,0,2022-03-26
LOAN_00000565,2021-06,219263.46,Current,0,2021-06-02
LOAN_00000166,2021-04,276620.35,30-59 DPD,43,2021-04-12
LOAN_00003906,2022-02,546294.81,Current,0,2022-02-10
LOAN_00001577,2023-01,158321.3,Current,0,2023-01-02
LOAN_00000602,2023-01,311579.05,Current,0,2023-01-03
LOAN_00000972,2023-03,425285.18,Current,0,2023-03-02
LOAN_00001831,2023-12,237116.03,Current,0,2023-12-20
LOAN_00002575,2022-03,290543.76,Current,0,2022-03-10
